setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star
triviaqa_qwen3b,16,0.45714285714285713,0.4175,0.0050160884857177734,0.0050160884857177734,1.0,0.49565836692140186,0.8995,0.00016134051999113175,0.9999752156837078,0.9999566424860714
triviaqa_qwen3b,17,0.4857142857142857,0.9975,0.0,0.0,1.0,0.6362701560165097,1.0,0.0,0.9999999692228584,0.9999998949999661
triviaqa_qwen3b,18,0.5142857142857142,0.812,0.0,0.0,1.0,0.4788989137352585,0.984,0.0,0.999994930301389,0.9999915369972813
triviaqa_qwen3b,19,0.5428571428571428,0.944,0.0,0.0,1.0,0.5470990506286068,0.9975,0.0,0.9999980229271361,0.999997122999076
triviaqa_qwen3b,20,0.5714285714285714,0.9865,0.0,0.0,1.0,0.6866173301138228,1.0,0.0,0.999999639740351,0.9999999354999789
triviaqa_qwen3b,21,0.6,0.0,0.1085062026977539,0.1085062026977539,1.0,0.5539930242307051,0.0,0.004198696967291672,0.9998297336588843,0.9997947684340692
triviaqa_qwen3b,22,0.6285714285714286,0.982,0.0,0.0,1.0,0.5877070734135783,0.9995,0.0,0.999998999606519,0.9999982824994482
triviaqa_qwen3b,23,0.6571428571428571,0.916,0.0,0.0,1.0,0.4862332765181239,0.9935,0.0,0.999998193508385,0.9999966984989394
triviaqa_qwen3b,24,0.6857142857142857,0.015,0.09472876787185669,0.09472876787185669,1.0,0.4471982958011954,0.8585,0.003763930695010129,0.9999429283046372,0.9998734554593476
triviaqa_qwen3b,25,0.7142857142857143,0.777,0.0,0.0,1.0,0.6953328508849597,0.999,0.0,0.9999963527055515,0.9999842289949336
triviaqa_qwen3b,26,0.7428571428571429,0.942,0.0,0.0,1.0,0.5534483596076627,0.9985,0.0,0.9999967355064182,0.9999947604983168
triviaqa_qwen3b,27,0.7714285714285715,0.0,0.09822368621826172,0.09822368621826172,1.0,0.4893056530369581,0.0,0.0035090457275298113,0.9998763868058647,0.9997277319125338
triviaqa_qwen3b,28,0.8,0.0,0.1546478271484375,0.1546478271484375,1.0,0.5094110140602229,0.988,0.0050309494239882705,0.9999828688152719,0.9999793344933611
triviaqa_qwen3b,29,0.8285714285714286,0.988,0.0,0.0,1.0,0.6136870488728817,0.9995,0.0,0.9999995531235144,0.999999351999792
triviaqa_qwen3b,30,0.8571428571428571,0.985,0.0,0.0,1.0,0.6085773922627535,0.9945,0.0,0.9999992129444767,0.9999980409993706
triviaqa_qwen3b,31,0.8857142857142857,0.0,0.5771636962890625,0.5771636962890625,1.0,0.06071594908083468,0.0,0.2566381974918988,0.996874985171899,0.9943791606943055
triviaqa_qwen3b,32,0.9142857142857143,0.0,0.84234619140625,0.84234619140625,1.0,0.07305771863553823,0.0,0.4011129076224077,0.9931609981309812,0.9906073104825985
triviaqa_qwen3b,33,0.9428571428571428,0.0,0.8726940155029297,0.8726940155029297,1.0,0.09667595155820329,0.0,0.44419160278324643,0.9917586039732728,0.989800946223554
triviaqa_qwen3b,34,0.9714285714285714,0.0,0.5856838226318359,0.3448143005371094,0.0,0.02399761913361056,0.0,0.24570819340351174,0.9982192472996118,0.9973819141589398
triviaqa_qwen3b,35,1.0,0.0,0.6716880798339844,0.3890533447265625,0.0,0.022502078536469464,0.0015,0.3041524491593506,0.9977195041357303,0.9957533846357748
