setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star
truthfulqa_qwen3b,18,0.5142857142857142,0.9589963280293757,0.0,0.0,1.0,0.5181259698263528,0.9993880048959608,0.0,0.9999973252929685,0.9999983771541705
truthfulqa_qwen3b,19,0.5428571428571428,0.9791921664626683,0.0,0.0,1.0,0.5823531465662655,1.0,0.0,0.9999973117084396,0.9999978132840095
truthfulqa_qwen3b,20,0.5714285714285714,0.9859241126070991,0.0,0.0,1.0,0.6643661902604372,1.0,0.0,0.9999990047508389,0.9999998679718648
truthfulqa_qwen3b,21,0.6,0.6566707466340269,0.0,0.0,1.0,0.5725346020791835,0.9632802937576499,0.0,0.9998396483806372,0.9998247133963152
truthfulqa_qwen3b,22,0.6285714285714286,0.9773561811505508,0.0,0.0,1.0,0.6176452778688477,0.9993880048959608,0.0,0.999995940712855,0.99999521122951
truthfulqa_qwen3b,23,0.6571428571428571,0.9492044063647491,0.0,0.0,1.0,0.5250998114839633,0.9993880048959608,0.0,0.999993730823571,0.9999954917892976
truthfulqa_qwen3b,24,0.6857142857142857,0.0,0.2716602087020874,0.2716602087020874,1.0,0.47557946981489285,0.9785801713586292,0.013357978626711686,0.9999681968313082,0.9999451395592059
truthfulqa_qwen3b,25,0.7142857142857143,1.0,0.0,0.0,1.0,0.6919852324749878,1.0,0.0,1.0,1.0
truthfulqa_qwen3b,26,0.7428571428571429,0.9608323133414932,0.0,0.0,1.0,0.5706700524434319,0.9993880048959608,0.0,0.999996236564853,0.999994523582972
truthfulqa_qwen3b,27,0.7714285714285715,0.0,0.10018259286880493,0.10018259286880493,1.0,0.4880203406294379,0.5960832313341493,0.00929586764065086,0.9995720249291218,0.9993441749932812
truthfulqa_qwen3b,28,0.8,0.0,0.11601448059082031,0.11601448059082031,1.0,0.5087893279554758,0.9975520195838433,0.006151542520419905,0.9999692768390799,0.9999427052904616
truthfulqa_qwen3b,29,0.8285714285714286,0.15667074663402691,0.049855560064315796,0.049855560064315796,1.0,0.6071375973932959,0.9657282741738066,0.0029371579495603524,0.9999485411816313,0.9999060619817496
truthfulqa_qwen3b,30,0.8571428571428571,0.0,0.09099888801574707,0.09099888801574707,1.0,0.5984302279375974,0.99265605875153,0.005483508507338483,0.9999989176048589,0.9999967130495488
truthfulqa_qwen3b,31,0.8857142857142857,0.0,0.43786048889160156,0.43786048889160156,1.0,0.15332704037601189,0.0,0.21286502068245955,0.9950558261107764,0.9940819461090171
truthfulqa_qwen3b,32,0.9142857142857143,0.0,0.7616333961486816,0.7616333961486816,1.0,0.17360179676558585,0.0,0.4106640921833654,0.9660803657022936,0.968951298918548
truthfulqa_qwen3b,33,0.9428571428571428,0.0,0.8284831047058105,0.8284831047058105,1.0,0.20013687059639884,0.0,0.45806700693040747,0.9464603410474931,0.9576487030705383
truthfulqa_qwen3b,34,0.9714285714285714,0.0,0.49398326873779297,0.43137502670288086,0.0,0.048230352827914394,0.02937576499388005,0.2741058714093736,0.9960122877492699,0.9962556353235472
truthfulqa_qwen3b,35,1.0,0.0,0.6333202123641968,0.4119148254394531,0.0,0.040033296988539975,0.0,0.36246346550839437,0.9950879836455627,0.9944822279093188
