example_id,label,n_answer_tokens,mean_logprob,min_logprob,perplexity
72,hallucinated,12,-0.600118100643158,-3.8374581336975098,1.8223340065004852
73,grounded,2,-7.74860041019565e-07,-1.1920922133867862e-06,1.0000007748603412
73,hallucinated,6,-4.2651567459106445,-17.757116317749023,71.17607565786327
74,grounded,4,-0.8796720504760742,-1.8493725061416626,2.410109182639291
74,hallucinated,16,-1.0971226692199707,-13.409817695617676,2.9955344684526413
75,grounded,2,-0.0001689011842245236,-0.00025960413040593266,1.0001689154488327
75,hallucinated,11,-4.086357116699219,-17.29733657836914,59.52266216143294
76,grounded,2,-5.584737300523557e-05,-9.107174992095679e-05,1.0000558489324989
76,hallucinated,7,-5.063443660736084,-12.477673530578613,158.1341400874878
77,grounded,3,-0.019425494596362114,-0.05793951079249382,1.0196153971738957
77,hallucinated,14,-3.1187427043914795,-11.061543464660645,22.617924341612483
78,hallucinated,22,-0.961505651473999,-9.68959903717041,2.6156317398944138
79,grounded,2,-2.2649726361123612e-06,-3.933898824470816e-06,1.0000022649752012
79,hallucinated,12,-2.1679089069366455,-18.376846313476562,8.73998878894001
80,hallucinated,17,-2.838844060897827,-19.000036239624023,17.09599218509503
81,grounded,2,-0.6068580150604248,-1.212930679321289,1.83465786597064
81,hallucinated,10,-4.0831804275512695,-15.00813102722168,59.333877180845214
82,grounded,4,-0.27117469906806946,-1.084667682647705,1.3115041689284352
82,hallucinated,13,-0.6418116092681885,-4.665771961212158,1.899919675579954
83,grounded,3,-0.0002167322236346081,-0.0006467396160587668,1.0002167557117598
83,hallucinated,40,-1.7621101140975952,-19.240680694580078,5.82471524977208
84,grounded,7,-0.0009156913729384542,-0.005867281928658485,1.0009161107462794
84,hallucinated,28,-1.2807624340057373,-14.296876907348633,3.599382971641598
85,grounded,2,-2.5510140403639525e-05,-5.090107151772827e-05,1.00002551046579
85,hallucinated,6,-2.4508121013641357,-6.164894104003906,11.597761453744097
86,hallucinated,6,-3.5610358715057373,-19.304479598999023,35.19964057117443
87,hallucinated,16,-1.0477591753005981,-8.523794174194336,2.851254792054674
88,grounded,3,-0.8365399241447449,-2.509589195251465,2.308366021271678
88,hallucinated,14,-1.9936381578445435,-13.085779190063477,7.342197302527634
89,hallucinated,6,-4.491286754608154,-16.529617309570312,89.23619712234103
90,grounded,2,-3.379487679922022e-05,-6.16293036728166e-05,1.0000337954478524
90,hallucinated,10,-2.0720040798187256,-6.4712653160095215,7.940721020939368
91,grounded,2,-0.000195782064110972,-0.00020239688456058502,1.00019580123067
91,hallucinated,9,-1.4172577857971191,-9.222610473632812,4.12579111064485
92,grounded,6,-4.519617141340859e-05,-0.0002169373765354976,1.0000451971927757
92,hallucinated,23,-1.825910210609436,-14.080437660217285,6.20844343917538
93,grounded,5,-2.4318637770193163e-06,-5.960446742392378e-06,1.000002431866734
93,hallucinated,21,-2.6420302391052246,-12.75196647644043,14.041682661549629
94,grounded,3,-0.0001868930266937241,-0.00033885458833537996,1.0001869104922836
94,hallucinated,9,-5.959204196929932,-18.734634399414062,387.3017856156091
95,grounded,3,-8.455289207631722e-05,-0.00017796363681554794,1.0000845564667729
95,hallucinated,9,-2.112565040588379,-14.461248397827148,8.269425515895973
96,grounded,3,-2.317753314971924,-6.906909942626953,10.152838433071805
96,hallucinated,5,-1.5146691799163818,-2.855374574661255,4.547916335889307
97,grounded,4,-0.0021973445545881987,-0.008767443709075451,1.002199760485354
97,hallucinated,15,-1.9436047077178955,-21.07723617553711,6.983880499059654
98,hallucinated,10,-2.815718412399292,-6.743014812469482,16.705172673637936
99,grounded,4,-0.00036208564415574074,-0.0004632591735571623,1.0003621512050753
99,hallucinated,10,-1.7611265182495117,-5.679616928100586,5.818988900704388
100,hallucinated,16,-0.3685537278652191,-3.412757396697998,1.4456423098173838
101,grounded,7,-0.06564555317163467,-0.4569248557090759,1.0678481546882168
101,hallucinated,19,-1.5611032247543335,-14.250029563903809,4.764074191594438
102,hallucinated,9,-3.101182699203491,-14.012430191040039,22.224220311859963
103,hallucinated,12,-2.403386116027832,-20.083187103271484,11.0605654009176
104,grounded,8,-5.111026439408306e-06,-3.3378044463461265e-05,1.0000051110395007
104,hallucinated,26,-1.4380639791488647,-14.203125953674316,4.212532366743339
105,grounded,6,-0.05186699330806732,-0.31103983521461487,1.053235645807597
105,hallucinated,23,-1.5808520317077637,-21.203922271728516,4.859094150276083
106,grounded,3,-9.218727427651174e-06,-2.729855441430118e-05,1.0000092187699203
106,hallucinated,15,-2.5619328022003174,-15.922816276550293,12.960843869611821
107,grounded,8,-0.0014226457569748163,-0.006366921588778496,1.0014236581975076
107,hallucinated,27,-1.080113172531128,-10.519022941589355,2.94501282676215
108,hallucinated,38,-1.118300437927246,-11.99411678314209,3.0596497172568706
109,hallucinated,22,-0.31287166476249695,-2.1407878398895264,1.3673460410881426
110,hallucinated,15,-1.1482282876968384,-10.216023445129395,3.1526024542576003
111,grounded,4,-0.9166450500488281,-3.6660220623016357,2.5008859523819296
111,hallucinated,10,-2.378788709640503,-8.565140724182129,10.79182291266558
112,hallucinated,20,-0.8903988003730774,-6.181360244750977,2.4361009755726704
113,grounded,3,-0.0007579163066111505,-0.0022586092818528414,1.0007582035977514
113,hallucinated,10,-2.1423301696777344,-16.172351837158203,8.519265853318656
114,hallucinated,16,-1.4172941446304321,-20.213306427001953,4.125941122323235
115,grounded,6,-0.00012854170927312225,-0.0007373951375484467,1.0001285499711126
115,hallucinated,6,-7.050804615020752,-17.669294357299805,1153.7867235281947
116,hallucinated,13,-3.1258206367492676,-15.314510345458984,22.77858036571184
117,hallucinated,18,-1.146307349205017,-17.58598518371582,3.1465523116900975
118,grounded,2,-0.00031068219686858356,-0.0006210067658685148,1.0003107304635808
118,hallucinated,6,-5.991868495941162,-22.769071578979492,400.1616121725987
119,grounded,2,-1.6391131794080138e-05,-2.0861407392658293e-05,1.0000163912661295
119,hallucinated,21,-1.015815258026123,-12.859379768371582,2.7616139077816686
120,hallucinated,12,-1.3605598211288452,-8.807287216186523,3.8983750837744693
121,hallucinated,11,-1.115142822265625,-7.481581687927246,3.0500037565235427
122,grounded,3,-2.582863317002193e-06,-4.291525328881107e-06,1.0000025828666526
122,hallucinated,12,-4.638875484466553,-20.406253814697266,103.42797579922541
123,grounded,3,-2.054317701549735e-05,-5.781483559985645e-05,1.000020543388028
123,hallucinated,13,-2.1830506324768066,-19.40625,8.873334293232402
124,grounded,4,-0.0013511839788407087,-0.005294112488627434,1.0013520972391943
124,hallucinated,22,-1.5102840662002563,-10.834166526794434,4.528016868186987
125,grounded,10,-0.0003724279813468456,-0.003634159453213215,1.0003724973412578
125,hallucinated,7,-2.0699303150177,-6.75927209854126,7.924270895931802
126,grounded,4,-0.504513680934906,-2.018050193786621,1.656179892723608
126,hallucinated,8,-1.406442403793335,-7.734638690948486,4.081409538163303
127,grounded,5,-0.8261515498161316,-4.126250743865967,2.2845099782493374
127,hallucinated,14,-3.596287488937378,-12.906152725219727,36.462614993555086
128,hallucinated,7,-2.573995351791382,-13.94351863861084,13.118131428848823
129,grounded,2,-1.1753138303756714,-2.350585460662842,3.239159330932733
129,hallucinated,7,-5.186500549316406,-17.817564010620117,178.84160920072975
130,hallucinated,8,-4.6313676834106445,-21.48012351989746,102.65436681830775
131,grounded,4,-0.03690990433096886,-0.1472133845090866,1.0375995334026655
131,hallucinated,12,-1.4452263116836548,-9.863983154296875,4.242812232156311
132,grounded,5,-0.0004670273046940565,-0.0014115142403170466,1.0004671363789253
132,hallucinated,12,-4.266482353210449,-20.890625,71.27048974750436
133,grounded,2,-0.0017864360706880689,-0.0035039715003222227,1.0017880326982216
133,hallucinated,21,-1.6014189720153809,-25.00798988342285,4.96006562757575
134,hallucinated,11,-0.7370118498802185,-4.048863887786865,2.0896818925694625
135,grounded,4,-0.0007656982052139938,-0.0029855461325496435,1.0007659914269198
135,hallucinated,12,-1.6534255743026733,-12.636926651000977,5.224847309191742
136,grounded,8,-0.00046922409092076123,-0.0020467538852244616,1.0004693341937647
136,hallucinated,31,-0.6840864419937134,-11.680307388305664,1.9819603724584438
137,hallucinated,12,-1.598409652709961,-11.19156551361084,4.945161642998336
138,grounded,3,-2.0662907900259597e-06,-4.291525328881107e-06,1.0000020662929248
138,hallucinated,23,-0.6917038559913635,-4.643035888671875,1.9971154330467704
139,grounded,9,-4.348066067905165e-05,-0.00023922442051116377,1.0000434816059767
139,hallucinated,34,-1.003876805305481,-9.969584465026855,2.7288405316672786
140,grounded,5,-0.05536680668592453,-0.27468159794807434,1.056928231922861
140,hallucinated,6,-5.043827533721924,-16.633512496948242,155.06238715639307
141,grounded,4,-9.834648153628223e-06,-2.95634672511369e-05,1.0000098346965138
141,hallucinated,15,-1.4003304243087769,-7.959496974945068,4.056540124888875
142,hallucinated,9,-3.442945718765259,-14.219930648803711,31.27896161783292
143,hallucinated,13,-2.2869656085968018,-15.731356620788574,9.84501867111645
144,grounded,2,-3.2185558666242287e-05,-6.151010165922344e-05,1.0000321860766268
144,hallucinated,6,-4.252042770385742,-14.152663230895996,70.2487679783786
145,grounded,2,-2.3126132873585448e-05,-4.327203714638017e-05,1.0000231264002846
145,hallucinated,37,-1.1031773090362549,-18.59375762939453,3.0137263678413806
146,grounded,3,-3.3775859265006147e-06,-7.748573807475623e-06,1.0000033775916306
146,hallucinated,32,-1.045750617980957,-16.962703704833984,2.8455336309353596
147,grounded,2,-1.0967134585371241e-05,-2.1934269170742482e-05,1.0000109671947246
147,hallucinated,6,-4.48696756362915,-14.813910484313965,88.85160011658957
148,grounded,2,-0.6516743302345276,-1.3033427000045776,1.9187507634346226
148,hallucinated,10,-2.0590643882751465,-9.154760360717773,7.838632461960885
149,grounded,5,-2.66121244430542,-11.514311790466309,14.313633065155958
149,hallucinated,14,-2.1907103061676025,-19.140819549560547,8.94156210627996
150,grounded,5,-0.0001571353932376951,-0.000734178873244673,1.0001571477396503
150,hallucinated,11,-1.9757496118545532,-7.445496082305908,7.21202384661466
151,grounded,2,-1.3649281754624099e-05,-2.6940935640595853e-05,1.0000136493749066
151,hallucinated,15,-3.6267709732055664,-13.796879768371582,37.5912373188756
152,hallucinated,9,-4.462516784667969,-15.109572410583496,86.70545367794244
153,grounded,7,-0.0006993192946538329,-0.004697952885180712,1.0006995638754017
153,hallucinated,15,-2.013732671737671,-12.218764305114746,7.491227518398541
154,grounded,4,-6.347861926769838e-06,-1.2040065485052764e-05,1.0000063478820744
154,hallucinated,26,-1.7281124591827393,-15.375027656555176,5.6300169859109435
155,grounded,4,-5.722019068343798e-06,-1.1444026313256472e-05,1.000005722035439
155,hallucinated,10,-4.209454536437988,-22.843751907348633,67.31980929047772
156,hallucinated,15,-2.296759605407715,-10.386988639831543,9.941914476651544
157,grounded,3,-8.077748498180881e-05,-0.00019727191829588264,1.0000807807475707
157,hallucinated,8,-0.5547410249710083,-4.403618812561035,1.7414899239663055
158,grounded,2,0.0,0.0,1.0
158,hallucinated,12,-3.8791351318359375,-15.445701599121094,48.38235261472267
159,grounded,3,-2.2505054473876953,-6.75117301940918,9.492532599805811
159,hallucinated,14,-2.4382896423339844,-17.28329849243164,11.453434511221667
160,hallucinated,11,-1.6345597505569458,-8.787135124206543,5.1272002530225365
161,grounded,3,-0.14459921419620514,-0.43379026651382446,1.1555763388541211
161,hallucinated,20,-2.105752468109131,-18.51897430419922,8.213280916926507
162,grounded,6,-4.690404239227064e-05,-0.00023815179883968085,1.0000469051424041
162,hallucinated,19,-1.2093356847763062,-12.68751049041748,3.351257621449145
163,hallucinated,28,-1.092692494392395,-14.755290031433105,2.982293079546055
164,hallucinated,9,-2.351081132888794,-14.675650596618652,10.496912149244013
165,grounded,9,-1.6954186321527231e-06,-4.887569048150908e-06,1.0000016954200694
165,hallucinated,13,-2.067755699157715,-15.543537139892578,7.907057373945143
166,grounded,3,-7.470368927897653e-06,-2.1934269170742482e-05,1.0000074703968311
166,hallucinated,11,-4.207018852233887,-23.25,67.1560390216589
167,grounded,4,-1.6111903190612793,-6.411146640777588,5.008769714944925
167,hallucinated,15,-1.7027910947799683,-12.562915802001953,5.489247039168838
168,grounded,2,-2.205368218710646e-06,-3.814689989667386e-06,1.0000022053706505
168,hallucinated,22,-1.2619110345840454,-21.66408348083496,3.532165131367184
169,grounded,4,-0.1343352347612381,-0.5371868014335632,1.1437761889193052
169,hallucinated,9,-2.279452323913574,-12.45313549041748,9.771327421449561
170,grounded,7,-0.0017497119260951877,-0.012038432992994785,1.001751243565186
170,hallucinated,5,-2.3335328102111816,-5.810083866119385,10.314315763636484
171,grounded,6,-3.125082002952695e-05,-0.0001481661747675389,1.0000312513083416
171,hallucinated,16,-3.091268301010132,-18.519161224365234,22.004969209460974
172,grounded,5,-1.0133498907089233,-5.053415298461914,2.7548139008123926
172,hallucinated,19,-1.8580217361450195,-16.84375,6.411041486612127
173,hallucinated,12,-2.8963654041290283,-10.8283052444458,18.108209593260636
174,hallucinated,15,-2.440533399581909,-9.231669425964355,11.479162090347245
175,hallucinated,9,-2.5904617309570312,-8.958202362060547,13.335927792537351
176,hallucinated,6,-4.302336692810059,-13.81694221496582,73.87220883979487
177,grounded,7,-0.13797125220298767,-0.9645906090736389,1.1479425489804438
177,hallucinated,13,-4.844776153564453,-28.76494598388672,127.0748335612752
178,grounded,2,-0.09433434903621674,-0.1886673867702484,1.098927109719892
178,hallucinated,13,-1.403432846069336,-10.08839225769043,4.0691447655907185
179,grounded,2,-0.00011169017670908943,-0.00018499570433050394,1.000111696414289
179,hallucinated,40,-0.5989730358123779,-20.904123306274414,1.8202485101618338
180,grounded,2,-4.649145012081135e-06,-8.22540732769994e-06,1.0000046491558194
180,hallucinated,29,-0.7479247450828552,-17.422393798828125,2.112611257390764
181,grounded,3,-0.00025449818349443376,-0.0005119920242577791,1.0002545305709045
181,hallucinated,10,-0.8543554544448853,-3.850412130355835,2.3498593009908495
182,hallucinated,25,-0.8167614936828613,-18.657981872558594,2.2631587030368174
183,grounded,4,-0.0002833414764609188,-0.0010490872664377093,1.0002833816214485
183,hallucinated,15,-2.3942418098449707,-23.60215187072754,10.959885231044023
184,hallucinated,7,-4.840941429138184,-16.91227149963379,126.58846972469846
185,hallucinated,14,-1.9509752988815308,-9.895658493041992,7.035545995683909
186,hallucinated,20,-1.8742822408676147,-18.331729888916016,6.516140422145901
187,grounded,2,-2.044398024736438e-05,-4.0649541915627196e-05,1.0000204441892269
187,hallucinated,12,-3.2363369464874268,-17.478986740112305,25.440361454482225
188,grounded,2,-8.94068989509833e-07,-1.6689286894688848e-06,1.0000008940693892
188,hallucinated,6,-6.768435001373291,-24.898975372314453,869.9493585343968
189,hallucinated,25,-2.1130266189575195,-14.281139373779297,8.273243384894418
190,grounded,5,-0.00018851409549824893,-0.0006688979919999838,1.000188531865397
190,hallucinated,24,-2.4213531017303467,-33.17843246459961,11.261086406158572
191,grounded,7,-0.22870029509067535,-1.60041344165802,1.2569652638915443
191,hallucinated,11,-1.5670028924942017,-10.437564849853516,4.792263719071993
192,hallucinated,23,-0.4087899327278137,-5.520171165466309,1.5049955369697143
193,hallucinated,8,-1.165884256362915,-4.472609043121338,3.2087589946513004
194,grounded,3,-0.0001933667081175372,-0.00037925204378552735,1.0001933854046645
194,hallucinated,22,-2.0690438747406006,-16.03060531616211,7.917249615475659
196,grounded,5,-0.0036260716151446104,-0.016541481018066406,1.0036326537662028
196,hallucinated,28,-1.5568443536758423,-18.343751907348633,4.7438277578820065
197,grounded,3,-1.9289742708206177,-5.786729335784912,6.882447092952947
197,hallucinated,4,-1.6751654148101807,-6.635964393615723,5.339678337903596
198,grounded,3,-0.000908027112018317,-0.0026154855731874704,1.0009084394934449
198,hallucinated,11,-2.046816110610962,-15.461456298828125,7.743208298842697
199,grounded,3,-3.894041947205551e-05,-8.475421054754406e-05,1.00003894117766
199,hallucinated,5,-2.939361572265625,-10.715792655944824,18.903773765484516
