example_id,label,seq_len,layer_0_h0_max_lifetime,layer_0_h0_total_persistence,layer_0_h1_max_lifetime,layer_0_h1_total_persistence,layer_0_h1_max_birth,layer_0_h1_max_death,layer_1_h0_max_lifetime,layer_1_h0_total_persistence,layer_1_h1_max_lifetime,layer_1_h1_total_persistence,layer_1_h1_max_birth,layer_1_h1_max_death,layer_2_h0_max_lifetime,layer_2_h0_total_persistence,layer_2_h1_max_lifetime,layer_2_h1_total_persistence,layer_2_h1_max_birth,layer_2_h1_max_death,layer_3_h0_max_lifetime,layer_3_h0_total_persistence,layer_3_h1_max_lifetime,layer_3_h1_total_persistence,layer_3_h1_max_birth,layer_3_h1_max_death,layer_4_h0_max_lifetime,layer_4_h0_total_persistence,layer_4_h1_max_lifetime,layer_4_h1_total_persistence,layer_4_h1_max_birth,layer_4_h1_max_death,layer_5_h0_max_lifetime,layer_5_h0_total_persistence,layer_5_h1_max_lifetime,layer_5_h1_total_persistence,layer_5_h1_max_birth,layer_5_h1_max_death,layer_6_h0_max_lifetime,layer_6_h0_total_persistence,layer_6_h1_max_lifetime,layer_6_h1_total_persistence,layer_6_h1_max_birth,layer_6_h1_max_death,layer_7_h0_max_lifetime,layer_7_h0_total_persistence,layer_7_h1_max_lifetime,layer_7_h1_total_persistence,layer_7_h1_max_birth,layer_7_h1_max_death,layer_8_h0_max_lifetime,layer_8_h0_total_persistence,layer_8_h1_max_lifetime,layer_8_h1_total_persistence,layer_8_h1_max_birth,layer_8_h1_max_death,layer_9_h0_max_lifetime,layer_9_h0_total_persistence,layer_9_h1_max_lifetime,layer_9_h1_total_persistence,layer_9_h1_max_birth,layer_9_h1_max_death,layer_10_h0_max_lifetime,layer_10_h0_total_persistence,layer_10_h1_max_lifetime,layer_10_h1_total_persistence,layer_10_h1_max_birth,layer_10_h1_max_death,layer_11_h0_max_lifetime,layer_11_h0_total_persistence,layer_11_h1_max_lifetime,layer_11_h1_total_persistence,layer_11_h1_max_birth,layer_11_h1_max_death,layer_12_h0_max_lifetime,layer_12_h0_total_persistence,layer_12_h1_max_lifetime,layer_12_h1_total_persistence,layer_12_h1_max_birth,layer_12_h1_max_death,layer_13_h0_max_lifetime,layer_13_h0_total_persistence,layer_13_h1_max_lifetime,layer_13_h1_total_persistence,layer_13_h1_max_birth,layer_13_h1_max_death,layer_14_h0_max_lifetime,layer_14_h0_total_persistence,layer_14_h1_max_lifetime,layer_14_h1_total_persistence,layer_14_h1_max_birth,layer_14_h1_max_death,layer_15_h0_max_lifetime,layer_15_h0_total_persistence,layer_15_h1_max_lifetime,layer_15_h1_total_persistence,layer_15_h1_max_birth,layer_15_h1_max_death,layer_16_h0_max_lifetime,layer_16_h0_total_persistence,layer_16_h1_max_lifetime,layer_16_h1_total_persistence,layer_16_h1_max_birth,layer_16_h1_max_death,layer_17_h0_max_lifetime,layer_17_h0_total_persistence,layer_17_h1_max_lifetime,layer_17_h1_total_persistence,layer_17_h1_max_birth,layer_17_h1_max_death,layer_18_h0_max_lifetime,layer_18_h0_total_persistence,layer_18_h1_max_lifetime,layer_18_h1_total_persistence,layer_18_h1_max_birth,layer_18_h1_max_death,layer_19_h0_max_lifetime,layer_19_h0_total_persistence,layer_19_h1_max_lifetime,layer_19_h1_total_persistence,layer_19_h1_max_birth,layer_19_h1_max_death,layer_20_h0_max_lifetime,layer_20_h0_total_persistence,layer_20_h1_max_lifetime,layer_20_h1_total_persistence,layer_20_h1_max_birth,layer_20_h1_max_death,layer_21_h0_max_lifetime,layer_21_h0_total_persistence,layer_21_h1_max_lifetime,layer_21_h1_total_persistence,layer_21_h1_max_birth,layer_21_h1_max_death,layer_22_h0_max_lifetime,layer_22_h0_total_persistence,layer_22_h1_max_lifetime,layer_22_h1_total_persistence,layer_22_h1_max_birth,layer_22_h1_max_death,layer_23_h0_max_lifetime,layer_23_h0_total_persistence,layer_23_h1_max_lifetime,layer_23_h1_total_persistence,layer_23_h1_max_birth,layer_23_h1_max_death,layer_24_h0_max_lifetime,layer_24_h0_total_persistence,layer_24_h1_max_lifetime,layer_24_h1_total_persistence,layer_24_h1_max_birth,layer_24_h1_max_death,layer_25_h0_max_lifetime,layer_25_h0_total_persistence,layer_25_h1_max_lifetime,layer_25_h1_total_persistence,layer_25_h1_max_birth,layer_25_h1_max_death,layer_26_h0_max_lifetime,layer_26_h0_total_persistence,layer_26_h1_max_lifetime,layer_26_h1_total_persistence,layer_26_h1_max_birth,layer_26_h1_max_death,layer_27_h0_max_lifetime,layer_27_h0_total_persistence,layer_27_h1_max_lifetime,layer_27_h1_total_persistence,layer_27_h1_max_birth,layer_27_h1_max_death
27,grounded,186,1.0,161.14443957805634,0.05763983726501465,0.829596996307373,0.9191761016845703,0.976815938949585,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0,1.0,185.0,0.0,0.0,0.0,0.0
27,hallucinated,199,1.0,172.1968994140625,0.05763983726501465,1.037943720817566,0.9191761016845703,0.976815938949585,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0,1.0,198.0,0.0,0.0,0.0,0.0
28,grounded,66,1.0,57.44207549095154,0.048730313777923584,0.382185161113739,0.9418085217475891,0.9905388355255127,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0
28,hallucinated,82,1.0,71.46845507621765,0.048730313777923584,0.5773040652275085,0.9418085217475891,0.9905388355255127,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,81.0,0.0,0.0,0.0,0.0
29,grounded,84,0.991390585899353,74.39923340082169,0.05042213201522827,0.5103240013122559,0.9395163655281067,0.989938497543335,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0
29,hallucinated,104,1.0,93.35275101661682,0.05042213201522827,0.5987595915794373,0.9395163655281067,0.989938497543335,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0
30,grounded,175,0.9908221364021301,154.80379629135132,0.04165524244308472,1.1662840247154236,0.955506443977356,0.9971616864204407,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0,1.0,174.0,0.0,0.0,0.0,0.0
30,hallucinated,179,1.0,158.61775076389313,0.031438589096069336,1.1600956916809082,0.9648513197898865,0.9962899088859558,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0
31,grounded,115,0.9940655827522278,101.31510072946548,0.03876662254333496,0.47469562292099,0.9512032866477966,0.9899699091911316,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,114.0,0.0,0.0,0.0,0.0
31,hallucinated,119,1.0,105.02830332517624,0.03876662254333496,0.48868614435195923,0.9512032866477966,0.9899699091911316,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0
32,grounded,63,0.9673449397087097,54.45438450574875,0.0462268590927124,0.4376590847969055,0.9417108297348022,0.9879376888275146,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0.0
32,hallucinated,83,1.0,73.29482078552246,0.0462268590927124,0.5462859869003296,0.9417108297348022,0.9879376888275146,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,0.0
33,grounded,139,0.9968834519386292,124.23103278875351,0.0339694619178772,0.6409887671470642,0.9583358764648438,0.992305338382721,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0
33,hallucinated,152,1.0,135.6576470732689,0.0339694619178772,0.8112100958824158,0.9583358764648438,0.992305338382721,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0
34,grounded,65,0.9908706545829773,56.36630475521088,0.03582495450973511,0.43698006868362427,0.9450506567955017,0.9808756113052368,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0,1.0,64.0,0.0,0.0,0.0,0.0
34,hallucinated,67,1.0,58.14485025405884,0.032630860805511475,0.39880698919296265,0.9619687795639038,0.9945996403694153,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0
