setting,layer,depth,frac_coned,median_delta0,median_delta_min,frac_apex_bos,mean_sink_mass,frac_h1_zero,rel_gap,pearson_P0_star,spearman_P0_star,spearman_P0_star_norm,spearman_star_N
truthfulqa_qwen1.5b_fp32,14,0.5185185185185185,0.533047735618115,0.0,0.0,1.0,0.6889020424129622,0.9993880048959608,5.420559244410017e-09,0.9999552210391258,0.9999440750823652,0.9998040729978332,0.9303839616867938
truthfulqa_qwen1.5b_fp32,15,0.5555555555555556,0.9902080783353733,0.0,0.0,1.0,0.46452883485468555,1.0,1.5616365650969223e-09,0.9999998487846457,0.9999995434026988,0.9999959703912878,0.9878544536020182
truthfulqa_qwen1.5b_fp32,16,0.5925925925925926,0.36964504283965727,0.035406991839408875,0.035406991839408875,1.0,0.5707605690709153,0.8702570379436965,0.002225877628768287,0.9993592800351155,0.999236926888643,0.9943576786177869,0.9613673306034592
truthfulqa_qwen1.5b_fp32,17,0.6296296296296297,1.0,0.0,0.0,1.0,0.6126313517992036,1.0,0.0,1.0,1.0,1.0,0.9804549809694179
truthfulqa_qwen1.5b_fp32,18,0.6666666666666666,0.21481028151774786,0.0468020886182785,0.0468020886182785,1.0,0.4916682805236508,0.9993880048959608,0.002281057597217542,0.9999470476600336,0.9999120692619048,0.9984781199364072,0.987364902402519
truthfulqa_qwen1.5b_fp32,19,0.7037037037037037,0.0,0.2354016900062561,0.2354016900062561,1.0,0.5922437601862023,0.01346389228886169,0.03158904890775112,0.9998628379890152,0.9997464592203015,0.9888587727975198,0.9552643495779429
truthfulqa_qwen1.5b_fp32,20,0.7407407407407407,0.0,0.14773528277873993,0.14773528277873993,1.0,0.5490410811205689,0.6009791921664627,0.017018142419308508,0.9998884636247307,0.9998194652779379,0.9951998200786586,0.96783816825863
truthfulqa_qwen1.5b_fp32,21,0.7777777777777778,0.6499388004895961,0.0,0.0,1.0,0.5967237385968419,0.9969400244798041,3.629695511736689e-09,0.9998223117867897,0.9996943438644865,0.9976233312804106,0.9653550472034222
truthfulqa_qwen1.5b_fp32,22,0.8148148148148148,0.99265605875153,0.0,0.0,1.0,0.6276956384828094,1.0,-3.497307495889058e-09,0.9999996839121673,0.9999999229835878,0.9999991968288438,0.9720102207128225
truthfulqa_qwen1.5b_fp32,23,0.8518518518518519,0.0,0.0008882284164428711,0.0008882284164428711,1.0,0.6827228244411824,0.9840881272949816,6.841396981590949e-05,0.9999997312662717,0.9999996836825926,0.9999952057283378,0.9541965977212289
truthfulqa_qwen1.5b_fp32,24,0.8888888888888888,1.0,0.0,0.0,1.0,0.6404602014367368,1.0,0.0,0.9999999999999994,1.0,1.0,0.9667020998559921
truthfulqa_qwen1.5b_fp32,25,0.9259259259259259,1.0,0.0,0.0,1.0,0.7235646567558418,1.0,-2.6669403497686686e-09,0.9999999999999999,1.0,1.0,0.9651826539058614
truthfulqa_qwen1.5b_fp32,26,0.9629629629629629,0.0,0.1503554880619049,0.1503554880619049,1.0,0.6135166092805473,0.06364749082007344,0.01407123589209281,0.9999686202665482,0.9999442483692926,0.999054307222278,0.9462832977582574
truthfulqa_qwen1.5b_fp32,27,1.0,0.0,0.8905993495136499,0.7695799581706524,0.0,0.11731389514640947,0.0,0.2736586711171639,0.9959933045344485,0.9943811218635574,0.9062269288999405,0.9988893057459421
