example_id,label,seq_len,layer_0_h0_max_lifetime,layer_0_h0_total_persistence,layer_0_h1_max_lifetime,layer_0_h1_total_persistence,layer_0_h1_max_birth,layer_0_h1_max_death,layer_1_h0_max_lifetime,layer_1_h0_total_persistence,layer_1_h1_max_lifetime,layer_1_h1_total_persistence,layer_1_h1_max_birth,layer_1_h1_max_death,layer_2_h0_max_lifetime,layer_2_h0_total_persistence,layer_2_h1_max_lifetime,layer_2_h1_total_persistence,layer_2_h1_max_birth,layer_2_h1_max_death,layer_3_h0_max_lifetime,layer_3_h0_total_persistence,layer_3_h1_max_lifetime,layer_3_h1_total_persistence,layer_3_h1_max_birth,layer_3_h1_max_death,layer_4_h0_max_lifetime,layer_4_h0_total_persistence,layer_4_h1_max_lifetime,layer_4_h1_total_persistence,layer_4_h1_max_birth,layer_4_h1_max_death,layer_5_h0_max_lifetime,layer_5_h0_total_persistence,layer_5_h1_max_lifetime,layer_5_h1_total_persistence,layer_5_h1_max_birth,layer_5_h1_max_death,layer_6_h0_max_lifetime,layer_6_h0_total_persistence,layer_6_h1_max_lifetime,layer_6_h1_total_persistence,layer_6_h1_max_birth,layer_6_h1_max_death,layer_7_h0_max_lifetime,layer_7_h0_total_persistence,layer_7_h1_max_lifetime,layer_7_h1_total_persistence,layer_7_h1_max_birth,layer_7_h1_max_death,layer_8_h0_max_lifetime,layer_8_h0_total_persistence,layer_8_h1_max_lifetime,layer_8_h1_total_persistence,layer_8_h1_max_birth,layer_8_h1_max_death,layer_9_h0_max_lifetime,layer_9_h0_total_persistence,layer_9_h1_max_lifetime,layer_9_h1_total_persistence,layer_9_h1_max_birth,layer_9_h1_max_death,layer_10_h0_max_lifetime,layer_10_h0_total_persistence,layer_10_h1_max_lifetime,layer_10_h1_total_persistence,layer_10_h1_max_birth,layer_10_h1_max_death,layer_11_h0_max_lifetime,layer_11_h0_total_persistence,layer_11_h1_max_lifetime,layer_11_h1_total_persistence,layer_11_h1_max_birth,layer_11_h1_max_death,layer_12_h0_max_lifetime,layer_12_h0_total_persistence,layer_12_h1_max_lifetime,layer_12_h1_total_persistence,layer_12_h1_max_birth,layer_12_h1_max_death,layer_13_h0_max_lifetime,layer_13_h0_total_persistence,layer_13_h1_max_lifetime,layer_13_h1_total_persistence,layer_13_h1_max_birth,layer_13_h1_max_death,layer_14_h0_max_lifetime,layer_14_h0_total_persistence,layer_14_h1_max_lifetime,layer_14_h1_total_persistence,layer_14_h1_max_birth,layer_14_h1_max_death,layer_15_h0_max_lifetime,layer_15_h0_total_persistence,layer_15_h1_max_lifetime,layer_15_h1_total_persistence,layer_15_h1_max_birth,layer_15_h1_max_death,layer_16_h0_max_lifetime,layer_16_h0_total_persistence,layer_16_h1_max_lifetime,layer_16_h1_total_persistence,layer_16_h1_max_birth,layer_16_h1_max_death,layer_17_h0_max_lifetime,layer_17_h0_total_persistence,layer_17_h1_max_lifetime,layer_17_h1_total_persistence,layer_17_h1_max_birth,layer_17_h1_max_death,layer_18_h0_max_lifetime,layer_18_h0_total_persistence,layer_18_h1_max_lifetime,layer_18_h1_total_persistence,layer_18_h1_max_birth,layer_18_h1_max_death,layer_19_h0_max_lifetime,layer_19_h0_total_persistence,layer_19_h1_max_lifetime,layer_19_h1_total_persistence,layer_19_h1_max_birth,layer_19_h1_max_death,layer_20_h0_max_lifetime,layer_20_h0_total_persistence,layer_20_h1_max_lifetime,layer_20_h1_total_persistence,layer_20_h1_max_birth,layer_20_h1_max_death,layer_21_h0_max_lifetime,layer_21_h0_total_persistence,layer_21_h1_max_lifetime,layer_21_h1_total_persistence,layer_21_h1_max_birth,layer_21_h1_max_death,layer_22_h0_max_lifetime,layer_22_h0_total_persistence,layer_22_h1_max_lifetime,layer_22_h1_total_persistence,layer_22_h1_max_birth,layer_22_h1_max_death,layer_23_h0_max_lifetime,layer_23_h0_total_persistence,layer_23_h1_max_lifetime,layer_23_h1_total_persistence,layer_23_h1_max_birth,layer_23_h1_max_death,layer_24_h0_max_lifetime,layer_24_h0_total_persistence,layer_24_h1_max_lifetime,layer_24_h1_total_persistence,layer_24_h1_max_birth,layer_24_h1_max_death,layer_25_h0_max_lifetime,layer_25_h0_total_persistence,layer_25_h1_max_lifetime,layer_25_h1_total_persistence,layer_25_h1_max_birth,layer_25_h1_max_death,layer_26_h0_max_lifetime,layer_26_h0_total_persistence,layer_26_h1_max_lifetime,layer_26_h1_total_persistence,layer_26_h1_max_birth,layer_26_h1_max_death,layer_27_h0_max_lifetime,layer_27_h0_total_persistence,layer_27_h1_max_lifetime,layer_27_h1_total_persistence,layer_27_h1_max_birth,layer_27_h1_max_death,layer_28_h0_max_lifetime,layer_28_h0_total_persistence,layer_28_h1_max_lifetime,layer_28_h1_total_persistence,layer_28_h1_max_birth,layer_28_h1_max_death,layer_29_h0_max_lifetime,layer_29_h0_total_persistence,layer_29_h1_max_lifetime,layer_29_h1_total_persistence,layer_29_h1_max_birth,layer_29_h1_max_death,layer_30_h0_max_lifetime,layer_30_h0_total_persistence,layer_30_h1_max_lifetime,layer_30_h1_total_persistence,layer_30_h1_max_birth,layer_30_h1_max_death,layer_31_h0_max_lifetime,layer_31_h0_total_persistence,layer_31_h1_max_lifetime,layer_31_h1_total_persistence,layer_31_h1_max_birth,layer_31_h1_max_death
12,hallucinated,41,0.4010009765625,12.600561022758484,0.0,0.0,0.0,0.0,0.3783073425292969,9.14145278930664,0.0,0.0,0.0,0.0,0.335693359375,5.280696868896484,0.0,0.0,0.0,0.0,0.335113525390625,6.2407073974609375,0.0,0.0,0.0,0.0,0.419158935546875,6.237464904785156,0.0,0.0,0.0,0.0,0.44097900390625,7.0979156494140625,0.0,0.0,0.0,0.0,0.3559722900390625,8.3408203125,0.0,0.0,0.0,0.0,0.465118408203125,10.578851699829102,0.0,0.0,0.0,0.0,0.484283447265625,12.268925666809082,0.0,0.0,0.0,0.0,0.566497802734375,11.863086700439453,0.0,0.0,0.0,0.0,0.494110107421875,14.23516845703125,0.0,0.0,0.0,0.0,0.48723602294921875,11.473388671875,0.0,0.0,0.0,0.0,0.6327362060546875,13.996066093444824,0.0,0.0,0.0,0.0,0.6819572448730469,15.587282180786133,0.0,0.0,0.0,0.0,0.5055027008056641,11.542827606201172,0.0,0.0,0.0,0.0,0.6057510375976562,12.178274154663086,0.0,0.0,0.0,0.0,0.6218948364257812,10.903846740722656,0.0,0.0,0.0,0.0,0.5004081726074219,12.647417068481445,0.0,0.0,0.0,0.0,0.5623245239257812,12.401208639144897,0.0,0.0,0.0,0.0,0.6319618225097656,13.58668041229248,0.0,0.0,0.0,0.0,0.47998046875,10.708133935928345,0.0,0.0,0.0,0.0,0.30492401123046875,7.133747100830078,0.0,0.0,0.0,0.0,0.263824462890625,6.416027069091797,0.0,0.0,0.0,0.0,0.35865020751953125,7.264486789703369,0.0,0.0,0.0,0.0,0.223602294921875,4.802558898925781,0.0,0.0,0.0,0.0,0.316986083984375,5.662685394287109,0.0,0.0,0.0,0.0,0.366241455078125,7.410699844360352,0.0,0.0,0.0,0.0,0.39455413818359375,9.431232452392578,0.0,0.0,0.0,0.0,0.5031871795654297,11.785818815231323,0.0,0.0,0.0,0.0,0.4148445129394531,10.585200309753418,0.0,0.0,0.0,0.0,0.5292887687683105,14.313057899475098,0.0,0.0,0.0,0.0,0.7102355360984802,19.19659548997879,0.0,0.0,0.0,0.0
13,grounded,35,0.42555999755859375,9.905144214630127,0.0,0.0,0.0,0.0,0.3611030578613281,7.693637847900391,0.0,0.0,0.0,0.0,0.32413482666015625,4.1425628662109375,0.0,0.0,0.0,0.0,0.3271636962890625,4.7916107177734375,0.0,0.0,0.0,0.0,0.4411468505859375,4.9845123291015625,0.0,0.0,0.0,0.0,0.456573486328125,6.02215576171875,0.0,0.0,0.0,0.0,0.4029083251953125,6.9383697509765625,0.0,0.0,0.0,0.0,0.4738922119140625,10.068227767944336,0.0,0.0,0.0,0.0,0.4710693359375,8.800199508666992,0.0,0.0,0.0,0.0,0.469879150390625,8.56732177734375,0.0,0.0,0.0,0.0,0.522552490234375,11.124893188476562,0.0,0.0,0.0,0.0,0.4538116455078125,9.39373779296875,0.0,0.0,0.0,0.0,0.597625732421875,9.8369722366333,0.0,0.0,0.0,0.0,0.656005859375,13.26596450805664,0.0,0.0,0.0,0.0,0.5249500274658203,9.987774133682251,0.0,0.0,0.0,0.0,0.600738525390625,10.600320816040039,0.0,0.0,0.0,0.0,0.5929975509643555,10.021136283874512,0.0,0.0,0.0,0.0,0.497772216796875,11.552175521850586,0.0,0.0,0.0,0.0,0.47900390625,10.102706909179688,0.0,0.0,0.0,0.0,0.569483757019043,11.335830211639404,0.0,0.0,0.0,0.0,0.4051513671875,7.7610015869140625,0.0,0.0,0.0,0.0,0.3109130859375,6.684318542480469,0.0,0.0,0.0,0.0,0.2582130432128906,5.704120635986328,0.0,0.0,0.0,0.0,0.32730865478515625,6.609729766845703,0.0,0.0,0.0,0.0,0.23850250244140625,4.627445220947266,0.0,0.0,0.0,0.0,0.2987060546875,5.339841842651367,0.0,0.0,0.0,0.0,0.31105613708496094,6.170592308044434,0.0,0.0,0.0,0.0,0.3986988067626953,7.772491455078125,0.0,0.0,0.0,0.0,0.3883094787597656,9.052013397216797,0.0,0.0,0.0,0.0,0.5457179546356201,8.342512845993042,0.0,0.0,0.0,0.0,0.5695668458938599,11.734723210334778,0.0,0.0,0.0,0.0,0.697289228439331,14.702872097492218,0.0,0.0,0.0,0.0
13,hallucinated,37,0.36388397216796875,10.416094481945038,0.0,0.0,0.0,0.0,0.3598518371582031,8.287738800048828,0.0,0.0,0.0,0.0,0.32451629638671875,4.5637664794921875,0.0,0.0,0.0,0.0,0.326904296875,5.1467437744140625,0.0,0.0,0.0,0.0,0.44100189208984375,5.355613708496094,0.0,0.0,0.0,0.0,0.4558258056640625,6.4470672607421875,0.0,0.0,0.0,0.0,0.4025115966796875,7.616302490234375,0.0,0.0,0.0,0.0,0.4721527099609375,10.838971138000488,0.0,0.0,0.0,0.0,0.48822021484375,9.795318603515625,0.0,0.0,0.0,0.0,0.467010498046875,9.402387619018555,0.0,0.0,0.0,0.0,0.568756103515625,12.25555419921875,0.0,0.0,0.0,0.0,0.45232391357421875,9.882022857666016,0.0,0.0,0.0,0.0,0.5936450958251953,10.72453784942627,0.0,0.0,0.0,0.0,0.6541557312011719,14.153682708740234,0.0,0.0,0.0,0.0,0.5223827362060547,10.668670892715454,0.0,0.0,0.0,0.0,0.5991668701171875,10.989916801452637,0.0,0.0,0.0,0.0,0.5892257690429688,10.57314682006836,0.0,0.0,0.0,0.0,0.49884033203125,12.17357063293457,0.0,0.0,0.0,0.0,0.4799041748046875,10.606366157531738,0.0,0.0,0.0,0.0,0.5708236694335938,12.062171459197998,0.0,0.0,0.0,0.0,0.38043212890625,8.118545532226562,0.0,0.0,0.0,0.0,0.308441162109375,7.039329528808594,0.0,0.0,0.0,0.0,0.2586174011230469,5.847202301025391,0.0,0.0,0.0,0.0,0.3264923095703125,6.708002090454102,0.0,0.0,0.0,0.0,0.23836517333984375,4.842014312744141,0.0,0.0,0.0,0.0,0.299774169921875,5.495693206787109,0.0,0.0,0.0,0.0,0.31015586853027344,6.547532081604004,0.0,0.0,0.0,0.0,0.3993263244628906,8.210801124572754,0.0,0.0,0.0,0.0,0.3886280059814453,9.597288131713867,0.0,0.0,0.0,0.0,0.6004601716995239,9.50969934463501,0.0,0.0,0.0,0.0,0.5903100371360779,12.686851561069489,0.0,0.0,0.0,0.0,0.7009207010269165,15.892527163028717,0.0,0.0,0.0,0.0
14,grounded,43,0.48312950134277344,13.473884761333466,0.0,0.0,0.0,0.0,0.383575439453125,9.958396911621094,0.0,0.0,0.0,0.0,0.33705902099609375,5.5552215576171875,0.0,0.0,0.0,0.0,0.3304443359375,6.6144866943359375,0.0,0.0,0.0,0.0,0.4626312255859375,6.971771240234375,0.0,0.0,0.0,0.0,0.5817184448242188,9.050453186035156,0.0,0.0,0.0,0.0,0.48999977111816406,10.033174514770508,0.0,0.0,0.0,0.0,0.5047607421875,11.57757568359375,0.0,0.0,0.0,0.0,0.50164794921875,12.791452407836914,0.0,0.0,0.0,0.0,0.5661087036132812,11.80990982055664,0.0,0.0,0.0,0.0,0.5682830810546875,15.683380126953125,0.0,0.0,0.0,0.0,0.5306777954101562,13.079593658447266,0.0,0.0,0.0,0.0,0.532958984375,12.870672225952148,0.0,0.0,0.0,0.0,0.6825647354125977,17.91150426864624,0.0,0.0,0.0,0.0,0.5497252941131592,12.987733602523804,0.0,0.0,0.0,0.0,0.6097793579101562,13.306955337524414,0.0,0.0,0.0,0.0,0.5939979553222656,13.043898403644562,0.0,0.0,0.0,0.0,0.49615478515625,13.94035029411316,0.0,0.0,0.0,0.0,0.5302200317382812,12.710105895996094,0.0,0.0,0.0,0.0,0.6234130859375,13.747444152832031,0.0,0.0,0.0,0.0,0.5222854614257812,9.621578216552734,0.0,0.0,0.0,0.0,0.370635986328125,8.082267761230469,0.0,0.0,0.0,0.0,0.29046630859375,7.004753112792969,0.0,0.0,0.0,0.0,0.4452495574951172,9.053895950317383,0.0,0.0,0.0,0.0,0.275726318359375,5.80712366104126,0.0,0.0,0.0,0.0,0.3040771484375,6.3380279541015625,0.0,0.0,0.0,0.0,0.3854827880859375,8.080981254577637,0.0,0.0,0.0,0.0,0.38433074951171875,9.944393157958984,0.0,0.0,0.0,0.0,0.4432411193847656,12.24671983718872,0.0,0.0,0.0,0.0,0.4778871536254883,11.453156471252441,0.0,0.0,0.0,0.0,0.5371732711791992,14.421712636947632,0.0,0.0,0.0,0.0,0.7314525842666626,19.307372570037842,0.0,0.0,0.0,0.0
14,hallucinated,40,0.4540119171142578,12.483145475387573,0.0,0.0,0.0,0.0,0.383575439453125,9.043403625488281,0.0,0.0,0.0,0.0,0.33705902099609375,5.0745849609375,0.0,0.0,0.0,0.0,0.3304443359375,5.8458709716796875,0.0,0.0,0.0,0.0,0.46270751953125,6.462188720703125,0.0,0.0,0.0,0.0,0.5810785293579102,8.166909217834473,0.0,0.0,0.0,0.0,0.48868751525878906,9.057626724243164,0.0,0.0,0.0,0.0,0.48925018310546875,10.578697204589844,0.0,0.0,0.0,0.0,0.4953346252441406,11.387594223022461,0.0,0.0,0.0,0.0,0.5254898071289062,10.645763397216797,0.0,0.0,0.0,0.0,0.5080718994140625,14.00119400024414,0.0,0.0,0.0,0.0,0.4998645782470703,11.178495407104492,0.0,0.0,0.0,0.0,0.5260009765625,11.294641494750977,0.0,0.0,0.0,0.0,0.668959379196167,15.815250873565674,0.0,0.0,0.0,0.0,0.5496826171875,11.62106704711914,0.0,0.0,0.0,0.0,0.6099920272827148,12.015265703201294,0.0,0.0,0.0,0.0,0.5801113247871399,11.568885624408722,0.0,0.0,0.0,0.0,0.4977264404296875,12.513422966003418,0.0,0.0,0.0,0.0,0.5135650634765625,11.482192993164062,0.0,0.0,0.0,0.0,0.5727806091308594,11.808662414550781,0.0,0.0,0.0,0.0,0.4479179382324219,8.591785430908203,0.0,0.0,0.0,0.0,0.3626441955566406,7.026262283325195,0.0,0.0,0.0,0.0,0.29046630859375,5.867286682128906,0.0,0.0,0.0,0.0,0.44332313537597656,8.073862075805664,0.0,0.0,0.0,0.0,0.27732086181640625,5.221441745758057,0.0,0.0,0.0,0.0,0.2686004638671875,5.427070617675781,0.0,0.0,0.0,0.0,0.38636016845703125,7.067220687866211,0.0,0.0,0.0,0.0,0.3773040771484375,9.10586929321289,0.0,0.0,0.0,0.0,0.4436664581298828,11.031816959381104,0.0,0.0,0.0,0.0,0.4785881042480469,10.353275299072266,0.0,0.0,0.0,0.0,0.5203170776367188,12.749423503875732,0.0,0.0,0.0,0.0,0.7300806045532227,17.537027597427368,0.0,0.0,0.0,0.0
15,grounded,46,0.3706933259963989,13.630096912384033,0.0,0.0,0.0,0.0,0.3684730529785156,10.590045928955078,0.0,0.0,0.0,0.0,0.32183074951171875,6.1107177734375,0.0,0.0,0.0,0.0,0.308135986328125,6.9791412353515625,0.0,0.0,0.0,0.0,0.4542045593261719,7.954769134521484,0.0,0.0,0.0,0.0,0.45502567291259766,9.549248695373535,0.0,0.0,0.0,0.0,0.37384033203125,10.39178466796875,0.0,0.0,0.0,0.0,0.4985504150390625,12.917642593383789,0.0,0.0,0.0,0.0,0.4877166748046875,13.694608688354492,0.0,0.0,0.0,0.0,0.3992919921875,11.771247863769531,0.0,0.0,0.0,0.0,0.5678863525390625,17.175552368164062,0.0,0.0,0.0,0.0,0.5586090087890625,14.39337158203125,0.0,0.0,0.0,0.0,0.5272979736328125,13.632936954498291,0.0,0.0,0.0,0.0,0.6676864624023438,19.305800437927246,0.0,0.0,0.0,0.0,0.5537049770355225,14.663179159164429,0.0,0.0,0.0,0.0,0.5629348754882812,14.215641975402832,0.0,0.0,0.0,0.0,0.5968990325927734,14.32796859741211,0.0,0.0,0.0,0.0,0.479095458984375,14.985908508300781,0.0,0.0,0.0,0.0,0.4981536865234375,14.543834686279297,0.0,0.0,0.0,0.0,0.5248565673828125,13.99249267578125,0.0,0.0,0.0,0.0,0.405548095703125,10.822456359863281,0.0,0.0,0.0,0.0,0.35833740234375,8.869499206542969,0.0,0.0,0.0,0.0,0.2633056640625,7.912712097167969,0.0,0.0,0.0,0.0,0.4275665283203125,9.364969253540039,0.0,0.0,0.0,0.0,0.28173828125,7.566761016845703,0.0,0.0,0.0,0.0,0.30303955078125,7.379001617431641,0.0,0.0,0.0,0.0,0.3441619873046875,8.878896713256836,0.0,0.0,0.0,0.0,0.32341766357421875,10.014552593231201,0.0,0.0,0.0,0.0,0.4293937683105469,12.301968574523926,0.0,0.0,0.0,0.0,0.4229469299316406,11.780651092529297,0.0,0.0,0.0,0.0,0.48286914825439453,15.3629732131958,0.0,0.0,0.0,0.0,0.7502344846725464,20.0315483212471,0.0,0.0,0.0,0.0
15,hallucinated,43,0.36786603927612305,12.541065096855164,0.0,0.0,0.0,0.0,0.3684730529785156,9.845614433288574,0.0,0.0,0.0,0.0,0.32183074951171875,6.292816162109375,0.0,0.0,0.0,0.0,0.308135986328125,6.2671356201171875,0.0,0.0,0.0,0.0,0.4542045593261719,7.562496185302734,0.0,0.0,0.0,0.0,0.45502567291259766,9.187039375305176,0.0,0.0,0.0,0.0,0.343902587890625,9.576629638671875,0.0,0.0,0.0,0.0,0.4967041015625,12.38831901550293,0.0,0.0,0.0,0.0,0.4973297119140625,13.132577896118164,0.0,0.0,0.0,0.0,0.381561279296875,10.965248107910156,0.0,0.0,0.0,0.0,0.51666259765625,15.829345703125,0.0,0.0,0.0,0.0,0.5002593994140625,13.481185913085938,0.0,0.0,0.0,0.0,0.6143398284912109,13.064533710479736,0.0,0.0,0.0,0.0,0.7117881774902344,18.67888641357422,0.0,0.0,0.0,0.0,0.5543670654296875,14.484501600265503,0.0,0.0,0.0,0.0,0.5639533996582031,13.371752798557281,0.0,0.0,0.0,0.0,0.6077804565429688,13.61043930053711,0.0,0.0,0.0,0.0,0.5404739379882812,14.229469299316406,0.0,0.0,0.0,0.0,0.5344009399414062,13.578533172607422,0.0,0.0,0.0,0.0,0.478759765625,12.750274658203125,0.0,0.0,0.0,0.0,0.3541259765625,9.618457794189453,0.0,0.0,0.0,0.0,0.360382080078125,8.016403198242188,0.0,0.0,0.0,0.0,0.249969482421875,7.328712463378906,0.0,0.0,0.0,0.0,0.41409873962402344,8.648259162902832,0.0,0.0,0.0,0.0,0.2821502685546875,7.005496978759766,0.0,0.0,0.0,0.0,0.3029518127441406,6.823856353759766,0.0,0.0,0.0,0.0,0.345367431640625,8.209939956665039,0.0,0.0,0.0,0.0,0.31890869140625,8.985862255096436,0.0,0.0,0.0,0.0,0.4296836853027344,10.939911842346191,0.0,0.0,0.0,0.0,0.493991494178772,10.824073910713196,0.0,0.0,0.0,0.0,0.48360347747802734,13.86461353302002,0.0,0.0,0.0,0.0,0.7527323961257935,17.994562089443207,0.0,0.0,0.0,0.0
16,grounded,38,0.3669147491455078,10.87675666809082,0.0,0.0,0.0,0.0,0.3661842346191406,8.549617767333984,0.0,0.0,0.0,0.0,0.319976806640625,4.6717071533203125,0.0,0.0,0.0,0.0,0.327117919921875,5.0744476318359375,0.0,0.0,0.0,0.0,0.439849853515625,5.6662750244140625,0.0,0.0,0.0,0.0,0.46939849853515625,6.71844482421875,0.0,0.0,0.0,0.0,0.39583587646484375,8.414131164550781,0.0,0.0,0.0,0.0,0.5386428833007812,11.762702941894531,0.0,0.0,0.0,0.0,0.4374275207519531,10.003562927246094,0.0,0.0,0.0,0.0,0.490936279296875,9.48260498046875,0.0,0.0,0.0,0.0,0.5628509521484375,13.101661682128906,0.0,0.0,0.0,0.0,0.416595458984375,9.394172668457031,0.0,0.0,0.0,0.0,0.543853759765625,11.072530269622803,0.0,0.0,0.0,0.0,0.6727371215820312,15.056713104248047,0.0,0.0,0.0,0.0,0.6223526000976562,11.906431436538696,0.0,0.0,0.0,0.0,0.6246604919433594,13.093390464782715,0.0,0.0,0.0,0.0,0.66497802734375,12.857697486877441,0.0,0.0,0.0,0.0,0.583221435546875,13.4343421459198,0.0,0.0,0.0,0.0,0.564826488494873,11.773704051971436,0.0,0.0,0.0,0.0,0.6087913513183594,11.55886459350586,0.0,0.0,0.0,0.0,0.3615694046020508,7.824872016906738,0.0,0.0,0.0,0.0,0.3474278450012207,7.604385852813721,0.0,0.0,0.0,0.0,0.26214027404785156,6.230611801147461,0.0,0.0,0.0,0.0,0.3663330078125,7.8383941650390625,0.0,0.0,0.0,0.0,0.29718017578125,6.4026780128479,0.0,0.0,0.0,0.0,0.291900634765625,5.881412506103516,0.0,0.0,0.0,0.0,0.2786712646484375,6.594171524047852,0.0,0.0,0.0,0.0,0.3368377685546875,8.36745834350586,0.0,0.0,0.0,0.0,0.4097442626953125,9.480117797851562,0.0,0.0,0.0,0.0,0.337249755859375,8.78017807006836,0.0,0.0,0.0,0.0,0.5159988403320312,12.274248600006104,0.0,0.0,0.0,0.0,0.7268255352973938,15.463319599628448,0.0,0.0,0.0,0.0
16,hallucinated,39,0.4108695983886719,11.295837879180908,0.0,0.0,0.0,0.0,0.3661842346191406,8.76876449584961,0.0,0.0,0.0,0.0,0.319976806640625,4.8902130126953125,0.0,0.0,0.0,0.0,0.327117919921875,5.1992645263671875,0.0,0.0,0.0,0.0,0.439849853515625,5.7983551025390625,0.0,0.0,0.0,0.0,0.46939849853515625,6.897674560546875,0.0,0.0,0.0,0.0,0.39583587646484375,8.578834533691406,0.0,0.0,0.0,0.0,0.5386428833007812,12.089088439941406,0.0,0.0,0.0,0.0,0.4374275207519531,10.385505676269531,0.0,0.0,0.0,0.0,0.490692138671875,9.644134521484375,0.0,0.0,0.0,0.0,0.5321578979492188,13.333526611328125,0.0,0.0,0.0,0.0,0.4163818359375,9.592445373535156,0.0,0.0,0.0,0.0,0.5441436767578125,11.406623363494873,0.0,0.0,0.0,0.0,0.6723403930664062,15.432605743408203,0.0,0.0,0.0,0.0,0.6223526000976562,12.20993971824646,0.0,0.0,0.0,0.0,0.6246604919433594,13.457486152648926,0.0,0.0,0.0,0.0,0.66497802734375,13.102227210998535,0.0,0.0,0.0,0.0,0.58148193359375,13.756367444992065,0.0,0.0,0.0,0.0,0.564826488494873,12.123844623565674,0.0,0.0,0.0,0.0,0.6087913513183594,12.11349105834961,0.0,0.0,0.0,0.0,0.3615694046020508,7.9208879470825195,0.0,0.0,0.0,0.0,0.3474278450012207,7.654633045196533,0.0,0.0,0.0,0.0,0.26214027404785156,6.249959945678711,0.0,0.0,0.0,0.0,0.36376953125,7.902984619140625,0.0,0.0,0.0,0.0,0.29718017578125,6.53677225112915,0.0,0.0,0.0,0.0,0.291900634765625,5.992298126220703,0.0,0.0,0.0,0.0,0.2786712646484375,6.723230361938477,0.0,0.0,0.0,0.0,0.3368377685546875,8.623590469360352,0.0,0.0,0.0,0.0,0.407012939453125,9.835297584533691,0.0,0.0,0.0,0.0,0.33782958984375,9.049663543701172,0.0,0.0,0.0,0.0,0.5159988403320312,12.57472848892212,0.0,0.0,0.0,0.0,0.7268255352973938,15.850823044776917,0.0,0.0,0.0,0.0
17,grounded,31,0.3552398681640625,8.680603981018066,0.0,0.0,0.0,0.0,0.3681373596191406,6.735115051269531,0.0,0.0,0.0,0.0,0.3239555358886719,4.042385101318359,0.0,0.0,0.0,0.0,0.312286376953125,4.24151611328125,0.0,0.0,0.0,0.0,0.4491119384765625,4.277801513671875,0.0,0.0,0.0,0.0,0.5246658325195312,5.161102294921875,0.0,0.0,0.0,0.0,0.45095062255859375,6.6129302978515625,0.0,0.0,0.0,0.0,0.44454193115234375,7.493568420410156,0.0,0.0,0.0,0.0,0.46373939514160156,7.766733169555664,0.0,0.0,0.0,0.0,0.4475250244140625,7.374229431152344,0.0,0.0,0.0,0.0,0.4675865173339844,9.741825103759766,0.0,0.0,0.0,0.0,0.378509521484375,7.3332061767578125,0.0,0.0,0.0,0.0,0.44988346099853516,7.848233222961426,0.0,0.0,0.0,0.0,0.6316165924072266,10.686281204223633,0.0,0.0,0.0,0.0,0.4962158203125,8.571358501911163,0.0,0.0,0.0,0.0,0.6288375854492188,9.486827850341797,0.0,0.0,0.0,0.0,0.5782661437988281,8.346092224121094,0.0,0.0,0.0,0.0,0.5587158203125,9.861625671386719,0.0,0.0,0.0,0.0,0.49967002868652344,9.123617172241211,0.0,0.0,0.0,0.0,0.427734375,7.67010498046875,0.0,0.0,0.0,0.0,0.309478759765625,5.6581878662109375,0.0,0.0,0.0,0.0,0.29217529296875,5.267364501953125,0.0,0.0,0.0,0.0,0.224334716796875,4.223976135253906,0.0,0.0,0.0,0.0,0.2969512939453125,5.378746032714844,0.0,0.0,0.0,0.0,0.23431777954101562,4.335269927978516,0.0,0.0,0.0,0.0,0.3099365234375,4.51555061340332,0.0,0.0,0.0,0.0,0.26743316650390625,5.207380294799805,0.0,0.0,0.0,0.0,0.32970619201660156,6.526037216186523,0.0,0.0,0.0,0.0,0.356353759765625,7.586860656738281,0.0,0.0,0.0,0.0,0.3315544128417969,6.340275764465332,0.0,0.0,0.0,0.0,0.4805755615234375,9.626709938049316,0.0,0.0,0.0,0.0,0.7128336429595947,12.684212684631348,0.0,0.0,0.0,0.0
