example_id,label,selfcheck_score
109,grounded,1.0
109,hallucinated,0.6666666666666666
110,grounded,1.0
110,hallucinated,1.0
111,grounded,0.3333333333333333
111,hallucinated,1.0
112,grounded,1.0
112,hallucinated,1.0
113,grounded,0.6666666666666666
113,hallucinated,1.0
114,grounded,0.6666666666666666
114,hallucinated,1.0
115,grounded,0.3333333333333333
115,hallucinated,1.0
116,grounded,1.0
116,hallucinated,1.0
117,grounded,1.0
117,hallucinated,1.0
118,grounded,0.6666666666666666
118,hallucinated,0.6666666666666666
119,grounded,1.0
119,hallucinated,0.3333333333333333
120,grounded,0.6666666666666666
120,hallucinated,0.6666666666666666
121,grounded,1.0
121,hallucinated,0.6666666666666666
122,grounded,0.6666666666666666
122,hallucinated,1.0
123,hallucinated,1.0
124,grounded,1.0
124,hallucinated,1.0
125,grounded,1.0
125,hallucinated,0.6666666666666666
126,grounded,0.3333333333333333
126,hallucinated,1.0
127,grounded,0.6666666666666666
127,hallucinated,0.6666666666666666
128,hallucinated,1.0
129,grounded,1.0
129,hallucinated,1.0
130,grounded,1.0
130,hallucinated,1.0
131,grounded,0.6666666666666666
131,hallucinated,1.0
132,grounded,0.6666666666666666
132,hallucinated,0.3333333333333333
133,grounded,0.3333333333333333
133,hallucinated,0.6666666666666666
134,grounded,0.0
134,hallucinated,0.0
135,grounded,0.6666666666666666
135,hallucinated,1.0
136,grounded,0.6666666666666666
136,hallucinated,0.3333333333333333
137,hallucinated,1.0
138,grounded,0.6666666666666666
138,hallucinated,0.3333333333333333
139,grounded,1.0
139,hallucinated,0.3333333333333333
140,grounded,1.0
140,hallucinated,1.0
141,grounded,1.0
141,hallucinated,1.0
142,grounded,0.6666666666666666
142,hallucinated,1.0
143,grounded,0.3333333333333333
143,hallucinated,0.6666666666666666
144,grounded,1.0
144,hallucinated,1.0
145,grounded,0.3333333333333333
145,hallucinated,1.0
146,grounded,0.3333333333333333
146,hallucinated,1.0
147,grounded,0.6666666666666666
147,hallucinated,1.0
148,grounded,0.6666666666666666
148,hallucinated,1.0
149,grounded,1.0
149,hallucinated,1.0
150,grounded,1.0
150,hallucinated,0.6666666666666666
151,grounded,1.0
151,hallucinated,0.3333333333333333
152,grounded,1.0
152,hallucinated,1.0
153,grounded,1.0
153,hallucinated,1.0
154,grounded,1.0
154,hallucinated,0.6666666666666666
155,grounded,0.6666666666666666
155,hallucinated,1.0
156,grounded,1.0
156,hallucinated,0.3333333333333333
157,grounded,0.6666666666666666
157,hallucinated,0.3333333333333333
158,grounded,1.0
158,hallucinated,1.0
159,grounded,1.0
159,hallucinated,1.0
160,grounded,0.6666666666666666
160,hallucinated,0.6666666666666666
161,grounded,1.0
161,hallucinated,1.0
162,grounded,1.0
162,hallucinated,1.0
163,grounded,1.0
163,hallucinated,1.0
164,hallucinated,0.6666666666666666
165,grounded,0.6666666666666666
165,hallucinated,1.0
166,grounded,0.3333333333333333
166,hallucinated,1.0
167,grounded,0.3333333333333333
167,hallucinated,1.0
168,grounded,1.0
168,hallucinated,0.3333333333333333
169,grounded,0.6666666666666666
169,hallucinated,0.3333333333333333
170,grounded,1.0
170,hallucinated,1.0
171,grounded,0.3333333333333333
171,hallucinated,1.0
172,grounded,0.3333333333333333
172,hallucinated,1.0
173,grounded,1.0
173,hallucinated,1.0
174,grounded,1.0
174,hallucinated,1.0
175,grounded,1.0
175,hallucinated,0.6666666666666666
176,grounded,1.0
176,hallucinated,1.0
177,grounded,0.6666666666666666
177,hallucinated,1.0
178,grounded,0.3333333333333333
178,hallucinated,0.3333333333333333
179,grounded,1.0
179,hallucinated,1.0
180,grounded,0.3333333333333333
180,hallucinated,0.6666666666666666
181,grounded,1.0
181,hallucinated,1.0
182,grounded,0.3333333333333333
182,hallucinated,1.0
183,grounded,0.6666666666666666
183,hallucinated,1.0
184,grounded,1.0
184,hallucinated,1.0
185,grounded,1.0
185,hallucinated,1.0
186,grounded,1.0
186,hallucinated,1.0
187,grounded,0.6666666666666666
187,hallucinated,1.0
188,grounded,0.3333333333333333
188,hallucinated,0.6666666666666666
189,grounded,0.6666666666666666
189,hallucinated,0.6666666666666666
190,grounded,0.3333333333333333
190,hallucinated,1.0
191,grounded,0.3333333333333333
191,hallucinated,1.0
192,grounded,0.6666666666666666
192,hallucinated,0.3333333333333333
193,grounded,1.0
193,hallucinated,0.6666666666666666
194,grounded,1.0
194,hallucinated,1.0
195,grounded,1.0
195,hallucinated,1.0
196,grounded,1.0
196,hallucinated,0.0
197,grounded,0.3333333333333333
197,hallucinated,0.6666666666666666
198,grounded,0.6666666666666666
198,hallucinated,0.6666666666666666
199,grounded,1.0
199,hallucinated,1.0
